TUSK,3
MOMO,3
MORN,3
NFIN,3
STIM,3
OKTA,3
OMER,3
OGI,3
QCOM,3
RICK,3
REPL,3
SAL,3
SG,3
TELL,3
TOTA,3
TOWN,3
TRVN,3
TRIL,3
CDC,3
XERS,3
ZS,3
ASM,2
BTG,2
SIM,2
XPL,2
ABB,2
ABT,2
AGD,2
ACCO,2
AYI,2
PEO,2
NIE,2
AVD,2
AXR,2
PLAN,2
APLE,2
ABR,2
ABG,2
AGO,2
ACB,2
BIO,2
MCA,2
BNY,2
BUI,2
SAM,2
BKE,2
BBW,2
COG,2
CAJ,2
CMO,2
CARR,2
FUN,2
CVE,2
CRL,2
CHU,2
CHT,2
CIT,2
CCC,2
CCO,2
CTR,2
CLF,2
CNO,2
MIE,2
CIF,2
FIX,2
SBS,2
ELP,2
CAG,2
CUZ,2
DQ,2
DAR,2
DEX,2
DLR,2
DPZ,2
PLOW,2
DVD,2
RDY,2
ELF,2
EOS,2
EFF,2
ETB,2
ETY,2
ECL,2
EVA,2
EPR,2
FDS,2
RACE,2
FIS,2
FIF,2
FAM,2
FND,2
FSK,2
GTX,2
GEO,2
GES,2
HASI,2
HLF,2
HII,2
IBA,2
INSI,2
IRM,2
JBL,2
KAR,2
KSS,2
LEE,2
LEN,2
MX,2
MAIN,2
MTDR,2
MAXR,2
MBI,2
MTD,2
HIE,2
NNI,2
NEA,2
NCA,2
NAC,2
NNY,2
OSH,2
OAC,2
OGE,2
ORI,2
ORA,2
PAG,2
PSX,2
PHI,2
QD,2
RYN,2
RGA,2
QSR,2
RVI,2
RBA,2
SRE,2
SERV,2
SHAK,2
SSD,2
TSLX,2
SKX,2
SKY,2
SWI,2
SPOT,2
STN,2
STOR,2
TTM,2
VIV,2
TME,2
SCHW,2
TWI,2
THS,2
TBI,2
USB,2
UMC,2
UNH,2
UTL,2
VEL,2
VZ,2
VOC,2
WRI,2
TLI,2
WAB,2
YETI,2
YUM,2
ADES,2
AKAM,2
ALLO,2
ANIP,2
AMEH,2
CAMP,2
CBOE,2
CHTR,2
CME,2
KOR,2
WATT,2
FISV,2
FLIR,2
FFIC,2
GDS,2
GTH,2
GBT,2
SELF,2
GOGO,2
GURE,2
HX,2
PRN,2
JBLU,2
KNDI,2
KIRK,2
LCA,2
LOGI,2
LOOP,2
MELI,2
MIND,2
MDB,2
NICE,2
ODT,2
OPES,2
ORIC,2
PHUN,2
PRNB,2
RIVE,2
ROST,2
ROCH,2
SABR,2
SDGR,2
SHIP,2
STRA,2
CAKE,2
TRIP,2
TSC,2
UCL,2
UNAM,2
UNIT,2
USIO,2
VALU,2
ESPO,2
VERI,2
CID,2
BBC,2
VIVE,2
WIX,2
WDAY,2
YJ,2
ZG,2
FAX,1
AMPE,1
BGI,1
LNG,1
LODE,1
MCF,1
CIK,1
EIM,1
MSN,1
ELA,1
GTE,1
IBO,1
IOR,1
ITP,1
ATEST,1
NBO,1
NAK,1
NOG,1
NTN,1
RHE,1
SENS,1
SIF,1
SSY,1
SYN,1
TRX,1
URG,1
MMM,1
ABBV,1
ACN,1
ADC,1
ALG,1
ALB,1
AEP,1
AXP,1
DYFN,1
AROC,1
ACA,1
ASC,1
ARGO,1
ARLO,1
HOME,1
ATTO,1
AVY,1
BNS,1
BTE,1
BERY,1
BBL,1
DSU,1
BKN,1
BTA,1
MHE,1
BBF,1
BFY,1
BLK,1
DCF,1
BOOT,1
BORR,1
BMY,1
BTI,1
BAM,1
BURL,1
CPE,1
CPB,1
CGC,1
CAH,1
CSV,1
CARS,1
CRI,1
CVNA,1
CSPR,1
CEN,1
CHN,1
SNP,1
CHH,1
CHD,1
XEC,1
BLW,1
CLX,1
CLDR,1
CCH,1
CMA,1
CIG,1
CBD,1
OFC,1
COTY,1
CRT,1
CCK,1
CRY,1
CFR,1
CMI,1
DHI,1
DHT,1
DKS,1
DFS,1
DNI,1
DTQ,1
ELAT,1
EDN,1
EAI,1
ELC,1
EVC,1
EOG,1
ESNT,1
EURN,1
EEA,1
FSS,1
FINV,1
FCF,1
FIV,1
FLO,1
FVAC,1
FMS,1
FUSE,1
GPS,1
GCO,1
GNE,1
GFL,1
GRUB,1
HBI,1
PEAK,1
HSY,1
HPE,1
HRC,1
HZN,1
HRL,1
HLI,1
ICL,1
IVR,1
IIM,1
INVH,1
JKS,1
KBR,1
BEKE,1
LAZ,1
LMND,1
LEVI,1
LSI,1
LYV,1
LMT,1
LDL,1
MGU,1
MRO,1
DOOR,1
MMS,1
MED,1
MTR,1
TAP,1
MSD,1
MSA,1
MWA,1
MUR,1
NSA,1
NAV,1
NRZ,1
JWN,1
NSC,1
NMT,1
NMS,1
JRI,1
NIM,1
NSL,1
NVR,1
OII,1
OGS,1
PANW,1
PSO,1
PSTH.U,1
GHY,1
PGP,1
PNW,1
PAA,1
PLNT,1
PLT,1
AGS,1
PDS,1
PLD,1
QUAD,1
KWR,1
RFL,1
RFP,1
REX,1
RYB,1
SAFE,1
SAF,1
SAK,1
SAR,1
BFS,1
STNG,1
FOUR,1
SMAR,1
SOS,1
SOR,1
JOE,1
STAG,1
SCS,1
SUM,1
NOVA,1
SUN,1
SPN,1
SOAC,1
SYX,1
TWN,1
FTI,1
TDY,1
TDS,1
EMF,1
AZEK,1
TIF,1
TSU,1
TSN,1
SLCA,1
UHS,1
UBP,1
MTN,1
VEEV,1
VIPS,1
VSTO,1
VST,1
VMW,1
IGA,1
IRR,1
PPR,1
WPC,1
WBS,1
WEI,1
WBT,1
EMD,1
IGI,1
GFY,1
WU,1
WPM,1
WHR,1
WNS,1
WK,1
XPO,1
AUY,1
YUMC,1
ZTO,1
FLWS,1
JFK,1
NMTR,1
AKBA,1
ALSK,1
LNT,1
ATHE,1
ALT,1
AMED,1
APPN,1
AQB,1
FUV,1
ASML,1
AWH,1
ALOT,1
AAME,1
RILY,1
BIDU,1
BAND,1
BZUN,1
BFYT,1
XAIR,1
BILI,1
BASI,1
BIOC,1
BNTX,1
BJRI,1
BLUE,1
BKNG,1
BOXL,1
DOOO,1
CZR,1
CATC,1
CTRE,1
TAST,1
CELH,1
CENT,1
PLCE,1
CLAR,1
CODX,1
CHRS,1
COLL,1
CONN,1
ROAD,1
CRBP,1
COUP,1
CREE,1
CRSP,1
DRNA,1
DGLY,1
EBAY,1
EGAN,1
SOLO,1
ECOR,1
EQIX,1
EVOP,1
FITB,1
FITBI,1
FEYE,1
BICK,1
FV,1
FTA,1
FID,1
FYT,1
FIVE,1
ESG,1
FTNT,1
FORD,1
FRAN,1
RAIL,1
FUSN,1
GENC,1
GBCI,1
CLOU,1
CHIC,1
BOTZ,1
GOCO,1
GRPN,1
HROW,1
HCACW,1
HZNP,1
TWNK,1
IEP,1
ICCC,1
NTLA,1
PSL,1
PFI,1
ISTR,1
ITIC,1
SHY,1
USIG,1
IBTA,1
MBB,1
IBB,1
SOXX,1
SHV,1
ITOS,1
IZEA,1
JOUT,1
LRCX,1
LANC,1
LSTR,1
TREE,1
LLNW,1
LIZI,1
LONE,1
MRVL,1
MCFT,1
MBIN,1
MACK,1
MRSN,1
CASH,1
MIST,1
NERV,1
NAKD,1
NDAQ,1
NATI,1
EYE,1
NETE,1
NIU,1
NTNX,1
OPI,1
OPRA,1
KIDS,1
OTIC,1
PACB,1
PHAS,1
PLYA,1
POOL,1
PRPO,1
DTIL,1
PSET,1
PLC,1
UFO,1
PROV,1
PTC,1
QIWI,1
QH,1
RAND,1
RPD,1
RAVE,1
BLCN,1
REED,1
REG,1
RSSS,1
RNET,1
RCKT,1
SECO,1
SLS,1
SWAV,1
SLAB,1
SDC,1
SEDG,1
SSB,1
SPLK,1
SHOO,1
SURF,1
SYNC,1
TTWO,1
TNDM,1
TXN,1
TXRH,1
ANDE,1
KHC,1
TTD,1
TLSA,1
TSCO,1
TGA,1
TIG,1
TRUE,1
UPWK,1
BJK,1
CIL,1
VIE,1
VIR,1
WDC,1
WWD,1
WYNN,1
YNDX,1
ZSAN,1
ZNGA,1
GOED,0
XXII,0
IAF,0
AEF,0
FCO,0
ACU,0
ATNM,0
ACY,0
UAVS,0
AIRI,0
AXU,0
AAU,0
AAMC,0
AMS,0
USAS,0
ANVS,0
ARMP,0
AINC,0
AWX,0
BTN,0
BCV,0
BCV^A,0
BHB,0
BRN,0
BATL,0
BIOX,0
BIOX.WS,0
PHGE,0
PHGE.U,0
PHGE.WS,0
BKTI,0
BDR,0
BRBS,0
BRG,0
BRG^A,0
BRG^C,0
BRG^D,0
DMF,0
BWL.A,0
BRMK.WS,0
CMCL,0
CEI,0
CANF,0
YCBD,0
YCBD^A,0
CVM,0
CET,0
LEU,0
CHAQ,0
CHAQ.U,0
CHAQ.WS,0
CCF,0
CQP,0
CVR,0
CPHI,0
CKX,0
GLV,0
GLQ,0
GLO,0
COHN,0
CIX,0
CDOR,0
CMT,0
CRMD,0
CRF,0
CLM,0
CVU,0
DHY,0
CRHM,0
CTEK,0
DXR,0
VCF,0
VFL,0
VMM,0
DLA,0
DNN,0
DSS,0
DPW,0
DXF,0
GRF,0
EVM,0
CEV,0
EVV,0
ENX,0
EVY,0
ELMD,0
ECF,0
ECF^A,0
EMX,0
UUUU.WS,0
ENSV,0
EQX,0
EVBN,0
EPM,0
BDL,0
FSI,0
FSP,0
FRD,0
FTSI,0
GAU,0
GGN,0
GGN^B,0
GMO,0
GSB,0
GSAT,0
GORO,0
GSV,0
AUMN,0
GSS,0
GPL,0
HLM^,0
HMG,0
HUSA,0
HWM^,0
IBIO,0
INDO,0
INFU,0
IHT,0
NSPR,0
NSPR.WS,0
NSPR.WS.B,0
ITRG,0
THM,0
INTT,0
INUV,0
VKI,0
ISR,0
ISDR,0
KLR,0
KLR.WS,0
KIQ,0
LGL,0
LCTX,0
MHH,0
MTNB,0
MMX,0
IPB,0
MTA,0
MXC,0
MLSS,0
MYO,0
NNVC,0
ATEST.A,0
ATEST.B,0
ATEST.C,0
NHC,0
NAVB,0
NTIP,0
NBW,0
NHS,0
NML,0
NBH,0
NRO,0
GBR,0
NEN,0
NGD,0
NXE,0
NBY,0
OBLG,0
OCX,0
OGEN,0
PCG^A,0
PCG^B,0
PCG^C,0
PCG^D,0
PCG^E,0
PCG^G,0
PCG^H,0
PCG^I,0
PTN,0
PZG,0
PRK,0
PFNX,0
HNW,0
PLAG,0
PLG,0
PLYM^A,0
PLM,0
PW^A,0
PLX,0
PTK.U,0
RLGT,0
UTG,0
RHE^A,0
RCG,0
RVP,0
SACC,0
SACH,0
SCCB,0
SNMP,0
SEB,0
SVT,0
SMTS,0
SVM,0
SCE^B,0
SCE^C,0
SCE^D,0
SCE^E,0
STXS,0
SDPI,0
TKAT,0
TALO.WS,0
TGB,0
TGC,0
GLU,0
GLU^A,0
GLU^B,0
GGO^A,0
TDW.WS,0
TMBR,0
TMP,0
TRXC,0
TMQ,0
TPHS,0
TRT,0
UFAB,0
UAMY,0
UEC,0
VGZ,0
VNRX,0
VOLT,0
ERC,0
ERH,0
WRN,0
WYY,0
WTT,0
XTNT,0
ZDGE,0
WBAI,0
WUBA,0
EGHT,0
AHC,0
AOS,0
ATEN,0
ANF,0
AWP,0
ACP,0
JEQ,0
ASGI,0
AOD,0
ABM,0
AKR,0
ACEL,0
GOLF,0
ADX,0
ADCT,0
AGRO,0
ADNT,0
ADT,0
ATGE,0
ADSW,0
WMS,0
ASIX,0
AVK,0
ACM,0
AEFC,0
AEB,0
AEG,0
AER,0
AJRD,0
MGR,0
AFL,0
MITT,0
MITT^A,0
MITT^B,0
MITT^C,0
AGCO,0
AEM,0
AL^A,0
APD,0
ALP^Q,0
ALC,0
ALEX,0
ALX,0
AQN,0
AQNA,0
AQNB,0
AFB,0
AWF,0
AIO,0
CBH,0
NCV,0
NCV^A,0
NCZ,0
NCZ^A,0
ACV,0
NFJ,0
ALSN,0
ALL^B,0
ALL^G,0
ALL^H,0
ALL^I,0
ALLY^A,0
PINE,0
ALTG,0
ALTG.WS,0
ALIN^A,0
ALIN^B,0
ALIN^E,0
ATUS,0
ALUS,0
ALUS.U,0
ALUS.WS,0
AMBC,0
AMBC.WS,0
ABEV,0
AMCR,0
AEE,0
AMRC,0
AMOV,0
AMX,0
AAT,0
AXL,0
AEO,0
AEP^B,0
AEP^C,0
AEL,0
AEL^A,0
AEL^B,0
AFG,0
AFGB,0
AFGC,0
AFGD,0
AFGH,0
AMH,0
AMH^D,0
AMH^E,0
AMH^F,0
AMH^G,0
AMH^H,0
AIG.WS,0
AIG^A,0
AWR,0
AMT,0
AWK,0
COLD,0
AMRX,0
APH,0
HKIB,0
FINS,0
NLY^D,0
NLY^F,0
NLY^G,0
NLY^I,0
ANTM,0
ANH,0
ANH^A,0
ANH^B,0
ANH^C,0
AON,0
AIV,0
APG,0
APO,0
APO^A,0
APO^B,0
AIF,0
ATR,0
APTV,0
APTV^A,0
ARMK,0
ABR^A,0
ABR^B,0
ABR^C,0
MTCN,0
ARNC,0
ARCO,0
RCUS,0
AFC,0
ACRE,0
ARDC,0
ARES^A,0
AGX,0
ARGD,0
ARGO^A,0
ANET,0
AI^B,0
AI^C,0
AIC,0
AIW,0
AHH^A,0
ARR^C,0
AFI,0
AWI,0
ARW,0
AJG,0
APAM,0
ACND.U,0
ASX,0
ASGN,0
AHT,0
AHT^D,0
AHT^F,0
AHT^G,0
AHT^H,0
AHT^I,0
ASPN,0
AHL^C,0
AHL^D,0
AHL^E,0
AMK,0
ASB,0
ASB^C,0
ASB^D,0
ASB^E,0
ASB^F,0
AIZ,0
AIZP,0
AGO^B,0
AGO^E,0
AGO^F,0
T^A,0
T^C,0
TBB,0
TBC,0
ATH^A,0
ATH^B,0
ATH^C,0
ATKR,0
ATCO,0
ATCO^D,0
ATCO^E,0
ATCO^G,0
ATCO^H,0
ATCO^I,0
ATHM,0
ALV,0
AVLR,0
AVB,0
AVNS,0
AVTR,0
AVTR^A,0
AVYA,0
AVNT,0
AXTA,0
AXS,0
AXS^E,0
AXO,0
AZUL,0
AZRE,0
BGS,0
BMRG,0
BMRG.U,0
BMRG.WS,0
BGH,0
BCSF,0
BBN,0
BLL,0
BANC,0
BANC^D,0
BANC^E,0
BBAR,0
BBVA,0
BBD,0
BBDO,0
BCH,0
BLX,0
BSBR,0
BSAC,0
BSMX,0
SAN^B,0
CIB,0
BXS,0
BXS^A,0
BAC^A,0
BAC^B,0
BAC^C,0
BAC^E,0
BAC^K,0
BAC^L,0
BAC^M,0
BAC^N,0
BML^G,0
BML^H,0
BML^J,0
BML^L,0
BOH,0
BMO,0
NTB,0
BKU,0
BCS,0
BBDC,0
MCI,0
MPV,0
BNED,0
BHC,0
BAX,0
BBX,0
BCE,0
BZH,0
BDX,0
BDXB,0
BDC,0
BRBR,0
BHE,0
BHLB,0
BGSF,0
BHP,0
BH.A,0
BHVN,0
BIO.B,0
BITA,0
BKH,0
BKI,0
BSM,0
BGIO,0
BFZ,0
CII,0
BHK,0
HYT,0
BTZ,0
BGR,0
BDJ,0
EGF,0
BFO,0
BGT,0
BME,0
BMEZ,0
BAF,0
BKT,0
BGY,0
BZM,0
MUI,0
MUA,0
BKK,0
BBK,0
BYM,0
BFK,0
BTT,0
MUH,0
MHD,0
MFL,0
MUJ,0
MHN,0
MUE,0
MVT,0
MYC,0
MYD,0
MYF,0
MFT,0
MIY,0
MYJ,0
MYN,0
MQT,0
MYI,0
MQY,0
BQH,0
BCX,0
BST,0
BSTZ,0
BSD,0
BHV,0
BGB,0
BGX,0
BSL,0
APRN,0
BXG,0
BXC,0
DHF,0
DMB,0
DSM,0
LEO,0
BCC,0
BCEI,0
BAH,0
BWA,0
BXP,0
BXP^B,0
BSX,0
BSX^A,0
BYD,0
BPMP,0
BPT,0
BRC,0
BHR,0
BHR^B,0
BHR^D,0
BDN,0
BWG,0
LND,0
BAK,0
BRFS,0
MNRL,0
BFAM,0
BEDU,0
BSA,0
BSIG,0
BCO,0
BMY~,0
VTOL,0
BRX,0
BRMK,0
BKD,0
BBU,0
DTLA^,0
BIPC,0
BIP,0
BEP^A,0
BF.A,0
BF.B,0
BRT,0
BC^A,0
BC^B,0
BC^C,0
BVN,0
BWXT,0
CABO,0
CBT,0
CACI,0
WHD,0
CADE,0
CAE,0
CAI,0
CAI^A,0
CAI^B,0
CWT,0
CALX,0
CPT,0
CCJ,0
GOOS,0
CNI,0
CNQ,0
CANG,0
CNNE,0
CMD,0
COF,0
COF^F,0
COF^G,0
COF^H,0
COF^I,0
COF^J,0
CSU,0
BXMT,0
CPRI,0
CPSR.U,0
CMO^E,0
CSL,0
KMX,0
CUK,0
CSLT,0
CTLT,0
CTT,0
CATO,0
CBZ,0
CBL,0
CBL^D,0
CBL^E,0
IGR,0
CBRE,0
CBX,0
PCPL,0
PCPL.U,0
PCPL.WS,0
PRPB.U,0
CDR,0
CDR^B,0
CDR^C,0
CLS,0
CELG~,0
CPAC,0
CNC,0
CNP,0
CNP^B,0
EBR,0
EBR.B,0
CEPU,0
CCS,0
CDAY,0
GIB,0
CHX,0
ECOM          ,0
CHRA,0
CLDT,0
CMCM,0
CHMI,0
CHMI^A,0
CHMI^B,0
CPK,0
CHS,0
CIM,0
CIM^A,0
CIM^B,0
CIM^C,0
CIM^D,0
CEA,0
CGA,0
LFC,0
CHL,0
COE,0
ZNH,0
CYD,0
CCX,0
CCX.U,0
CCX.WS,0
CCXX,0
CCXX.U,0
CCXX.WS,0
CCIV.U,0
CIEN,0
CBB,0
CBB^B,0
CINR,0
CIT^B,0
CCAC,0
CCAC.U,0
CCAC.WS,0
C^J,0
C^K,0
C^N,0
C^S,0
CFG,0
CFG^D,0
CFG^E,0
CIO,0
CIO^A,0
CVEO,0
CLW,0
CWEN,0
CWEN.A,0
CLPR,0
CMS,0
CMS^B,0
CMSA,0
